,track_id,spotify_id,popularity
70,537,0rSEPFhEH0OPAuTinTpjzs,3
71,538,13LaCOYGsfFlFap8qxnh1D,4
72,539,7p5fSTpL1r49RZNdxxB8f4,3
73,540,4m8jcQJ7wg4RyFNnIvZZgn,5
74,541,77I7EA0Bz0JTEClt8EhT1T,4
75,542,4T15IGvQISy0Pjfnbbm4Vj,3
76,543,0Dv1KsxNKphunLqtpKmVNg,3
77,544,2LPO8Rmwet87sogQKDVAUS,1
78,545,279MGOWolABAOX68u9MEPs,1
79,546,2zPVxyeQrT9MwfS8ctQa0T,6
80,547,38iGasRZ6PAQEtFUHdsnak,5
81,548,4k8OqDMijH45eZt8iziEqM,1
82,549,2k5F3cLqqymKMyKaXwc0cP,2
83,562,0M82p8fG14S6Rd5Ca2KuRS,0
84,563,1yMwWUdNPOg6Sk3p6m3mk2,0
85,564,2jZDMOhEZuX5EzcLELtFXN,0
86,565,70T6UJeRboItzWupOXwKdp,0
87,566,0YycHIFl5MoV1s35XbfYPe,0
88,568,0LMHSSheHgF0HxlVHCGf9f,0
89,569,2AWqB2eE4CbN77nc47UvRm,0
90,570,2RCksBCj0CACU1hiMbtS4j,0
91,571,71PHe23ZPZ6GUCTSlLnMrf,0
92,572,0w4609RZCtJkeHjnw8ELqi,0
93,573,5vijVPpSVbE31fL7pKQOQi,5
94,574,6Eu8bEwssf8s96WqcfaKAf,4
95,579,0iUw7FBJ5QE2YkPXQT0GOe,0
96,580,5oWdvjfxN1MmDcGut7Iw8s,1
97,588,1bd7vB6pNEGkJ2xVVPGEPX,1
98,602,627wtOXop9jdOzqmB7QjTC,0
99,605,5s0nNnx73ydzxGECvmuYtw,2
100,608,26MitEQGDOQCIYUe4vaYXe,1
101,609,5VUI0Wm19gB8DY7qTX98h7,4
102,610,5wQqEc8yn5Y1eHF30LPmMv,0
103,611,0WiHIosc87sjHnnYyxfazM,0
104,612,1MWkPyPDaUIE3CVvsiGrdK,1
105,621,68KkCTS0piHP8ohrhLONMW,32
106,625,0NuZEpQTEN6Ooggg0TIAMM,0
107,626,398gy6gFmXBi4frRMrKu9h,2
108,631,4PeYR02WylNhuZwDOeM67S,1
109,633,6fuieCfmcVGHiQHOcuW0Q7,0
110,634,2O5MOMud1Hnpt1Z06fhdwo,0
111,666,0ykbN5WQjJAUN74fZqUEwQ,3
112,667,74a01RjuTePIqGlfKSE5Zz,6
113,668,2nlfCeKDeIu6l3ZiOGZK3g,1
114,669,2nlfCeKDeIu6l3ZiOGZK3g,1
115,670,6lmOuc8hGYA7EoPWi9pQNI,0
116,671,6lmOuc8hGYA7EoPWi9pQNI,0
117,672,5hr0KMNumioiewebPzLEHv,0
118,673,5hr0KMNumioiewebPzLEHv,0
119,674,5Rjqa5k0yahO0fOPsKQaD1,0
120,675,5Rjqa5k0yahO0fOPsKQaD1,0
121,678,77TKSMTiIhPzh6Pzo9F23b,0
122,679,77TKSMTiIhPzh6Pzo9F23b,0
123,680,4UafneRbg9qCG7v7YIgh3Z,0
124,681,4UafneRbg9qCG7v7YIgh3Z,0
125,684,76RV9mWeEW2B5X6sxEM2Du,0
126,685,76RV9mWeEW2B5X6sxEM2Du,0
127,690,0Le9p2uNeMThbzzCJZ0pA5,1
128,691,6Pw3aSREQknBT1x4gNZ6VC,0
129,692,2yAklTm0vn9ptOwgzHkZA4,0
130,693,3LNyQ5BZGIWFAT81EAMTZm,0
131,696,4UpeU23weWV0n5hUh8k1xk,0
132,697,4HX4xooqLkno0HpRkuizci,0
133,698,4utTKXDtPHQoaRoN6GlvyQ,0
134,701,16rJmFA1wG73exgsl2Dqr0,0
135,702,5plv3hf6s9Z6LlynyFaMtu,0
136,703,5EhpCEKKpj6zYmdQYQJe81,0
137,704,2ZYepR3esbceIIzp5RDjDD,0
138,705,0wsm7gDIDSUokc7m1p4arf,0
139,706,2G8kpbwlQTQX998tcEBuYm,0
140,708,2f72dgz2E6RMQaEITydBkC,0
141,717,3wMCInmTE09eXKTU0K8MyK,1
142,735,2Q3fAoJeAJnYbAjrk0ZkIm,18
143,740,6DECYTT3BDTllPZ1RfyDkn,27
144,744,3uaBzXueUcRF8bKbJn6yR2,17
145,751,35LovTT4pBaSJcYKVwaeez,27
146,752,43RVvmpey0CwtKbppc0GjJ,19
147,763,35LovTT4pBaSJcYKVwaeez,27
148,765,35LovTT4pBaSJcYKVwaeez,27
149,805,2M9KA5vRczD576GGJm0DVL,0
150,814,2fNiMFR67O7CUICrtTelbZ,0
151,822,2CxpBsTz8eTmyffezD52kn,1
152,877,7nWY8y7IcQ8EFpfLzkxTWU,0
153,878,6yuwoo52oPCtlXxzy7kf5d,0
154,882,2GEKyQFeCDuQnafbAtNU7u,0
155,888,4gdhbGboVMn3GniUCG39jD,0
156,889,0apc2v8Oz3bUcssKI8V9hh,0
157,896,5BqzpHbCe58hFQ2GsKiX3y,0
158,909,2ZCyZemGLgAIOfqmyVKUg3,0
159,911,0ytEjoCbz5p5XjNYQr9sKH,0
160,914,57l9TrQnrWV824D7V61eet,3
161,919,24Llvsdv0GZiwNzUZvg3sN,1
162,920,4M2dMlp29w63mGTtYsJ6EZ,0
163,934,6CAis1onqR7gUy5lLIXzS3,4
164,937,4CCpdpeSAvj7R3dHm2lrje,1
165,938,2MPTSR25ufNFyZ678pa6Cn,0
166,941,14JpRBzKNuaFMTNn3LIFaA,2
167,942,6ORuzhQYL9ywgHJAH62Vqd,2
168,943,0PpmlRgz8cTerLD4Rr3APk,0
169,944,4wfGRk0rAMCWiE2x0KugeA,2
170,962,30HzPcCTqPdLVHHegrloQD,0
171,964,6jSKtVTK3fWTZd5qBvzaJr,0
172,971,6d1ZPFkV2gZyASMgxpMips,0
173,972,6NTUR3MfGTLGagg07GWHA0,1
174,974,3jddIQjbJJFdA02z4eEl4K,0
175,995,3UrCFeMdlz7eoPCrbXPZtE,4
176,998,7nWTkO59idSqf6i5TSYcor,1
177,999,2OQh0jbhNqSuv2Ra1n46Ip,1
178,1000,7eROYfzFTPAh65VDWP0IeG,1
179,1007,30waoYt4GNb459FE7gajw1,0
180,1009,3L4XUXUi9d460YoNNllLIU,0
181,1014,4pdRXfviZ3Sjw6Yz3fKk5E,7
182,1015,5IYCJExr9L1eJrzhAouLtz,7
183,1016,5Z4scNFddcRST6Hu6aQ8Oi,6
184,1017,5HG10lskxtCC7iQ0KHZp3W,5
185,1018,2vtLgO7qFKKdZe6W6QrIi5,4
186,1026,0BtGNEv3RTG6S7vbzR2T6u,1
187,1034,4F59yowLBKUgIYKLEOMzV5,0
188,1039,78Hzw8mVgJmsMV3q1FpNmK,35
189,1040,4WvK9KShAoU8hgrV98lONt,33
190,1062,6J5TNodKMK7KIRda1Rw1RX,0
191,1063,2WE2ZTU82827mk7pA0yN78,0
192,1066,3NjbYlRr4EExkKjfKXZA1x,1
193,1067,2dEntjgRziZGSUJGeJ8c5c,0
194,1068,2dEntjgRziZGSUJGeJ8c5c,0
195,1069,0J8D20bH3sVJAH2EgxHviL,0
196,1070,2BC0sBCs2u1sB5WeGwF28n,0
197,1073,5n9kaB3z485r0CCGOewfB5,0
198,1075,4t3daYD7n8sfYcSJGyOshT,0
199,1076,5MkLc1pqtftK0358BleaB3,1
200,1077,5x2eDnZNc2UT4UJp3qUYSO,0
201,1078,1ZvYh7pNO8eL0GX05gzuQa,0
202,1079,3iShezPX5tJSat69WZacb9,0
203,1080,0FQsi6HsV5UmYc3nd8dKeR,0
204,1083,4y51ULA0qQqsvixapj6GTm,1
205,1084,02hQepWjTAd4f7M6BkCUXp,5
206,1085,3vonKLUhKtljODczvGgx81,2
207,1086,2eyxy9X87g8NMsgqQ64AHk,1
208,1087,4mmXB9JVEIQbNbWcrQE715,1
209,1088,2EHBH7Fed16oLRvLLqmFO6,1
210,1089,5FRrhWz2KeJnrejElhJIU2,0
211,1090,1XUnpmeDE7b0uDPQJ16IXo,0
212,1091,1zNkuOdsvLtQT76VQNhSHN,0
213,1116,3KY6wRhDB3g7FsUJeJxpwx,0
214,1118,3fcgF8XUxpHa4FYhqQORCY,0
215,1119,1NztsOtLaj0FzufIFbhw1J,0
216,1120,5Cg2FIkJUmBNP5DL8V2Gni,0
217,1124,78wC86ibiAmJyg2mzauHsZ,0
218,1125,71U1KdE1XasSlx55KDVXD4,0
219,1126,2zJTkOwE8j22DPsq1IEvEu,0
220,1129,3YZbUvFzcF31DhTY0bBwGd,0
221,1131,6r0R5YQahaYTAzUIrirQeZ,0
222,1133,3NxJmQiNhMeN5X6XGXohqZ,0
223,1156,2G4xff7Kmj2TiDSQqVgpOL,2
224,1159,5vQvVNxkAcuNOgSniAvDZ8,0
225,1161,0XUhcLDad5F0IDo8EGRy3Y,0
226,1162,03fab4KvfwaqrP9u0h749Y,0
227,1164,04AFqD6qdTmt3MVrMer7PU,0
228,1167,2mAR7UMXOCGeDEzNfbOJaJ,0
229,1169,31DFjZDpxBeTVCVxOEP5UI,0
230,1170,0h4RbtMlTKFiKI7amQRenq,0
231,1172,79YyH4emfMjJ7FrhTOfFDq,0
232,1174,3bJB0kclX8f1mu8z40cUH4,0
233,1177,1KexD2PbkAM8pFQJnkxtm6,0
234,1179,2pnDMXNlMno8x34uLqwMeK,0
235,1181,3DtRYH4NC56mfGimNbSn3i,0
236,1182,4lAdpf5MvzV60f0KDFLbVG,1
237,1192,0JNRZLZJbSv7BuJSc6RZfh,0
238,1193,3rgoR037nWq1N0B00wNDDM,18
239,1194,7i54rREWtj3z8Ms8BeNcFK,9
240,1195,2ZofXPT6lbdK64ykOUmnO6,28
241,1196,0kESV9EI7KPNcNmiUVYlIP,9
242,1197,6ZhOGo1fIap7vRSqeqwVs0,20
243,1198,1mYstHvlx2Pd0ZHrpVckiM,7
244,1199,2O5nT5bi41cqq7ErT4KM3g,15
245,1201,2iEDADoqr4D0WiLH5TbdEP,0
246,1202,0LiokRqPeRMrOg8hjcjxWF,0
247,1203,2fYHFFqn8ZpLb8wr38hQXd,0
248,1204,19Mcrafi0JSsdkiZkpBuGU,0
249,1215,1WR5E5K5sFri76ycT5pBpA,0
250,1219,4fa1TGCJdNQskVg0UP6p1d,0
251,1225,3NhgkisM8FNypwTvtVtxqj,0
252,1231,2GTvWWcrHrsjKggkezCCmy,0
253,1232,2Nu8XCUancFQinggaaD9V2,0
254,1233,67jqjevv2zCTrk6eTuMkDu,0
255,1234,3VxGrtSPTGvUunirdkoONL,0
256,1235,5yE29v8qkztZaJ5mE9mHQ3,0
257,1236,6OmEGinq0RqfLpOeYioUMk,0
258,1237,6OmEGinq0RqfLpOeYioUMk,0
259,1270,5jnsr3JkMnLlYJTSToxWki,0
260,1274,4UggdsGPD24e6er6lsKaGA,0
261,1275,3gAk4IZbGdr2YmBslQdNJ0,0
262,1277,76UhukPQbG8gjlsTeg1Qft,4
263,1278,7oNcXqEK9kcJZeaDIt8Je1,3
264,1354,5uQcZUlQFMg3MbCpUi4Y0b,1
265,1381,3Unh9zfXlQa2OVd6JPY1Op,0
266,1384,6PfUHcH1kwgvks00w2jybe,0
267,1417,2nrAMydekzt68Rszki16dE,10
268,1418,4BOdnUackadUro4cQ1q4gy,12
269,1419,0mfaSGzTztR5m7hLrrYmZo,8
270,1420,4FdqjQRYayGpGmGc27YSQo,6
271,1421,5p0CyR1gkO6VUfjukLvhXR,6
272,1428,5skesGlbj1t4geGck5c9Tz,0
273,1450,6TV1mBpsjUF70gkpihsAxe,4
274,1451,2wGbaHYqSsrlTdBgBgRugh,3
275,1474,6HhkqHwYglCd9a69zNJJdl,0
276,1475,7gO1BO4BJn8V94ieg6uEEl,0
277,1476,1tv6UgXB31qOUv366cV93M,0
278,1477,0Cb3Mh0OX3aeG07XxGjek6,0
279,1478,3pe0vXBD0xVDPKHZSzt7t0,0
280,1494,2WVjUEyuVjYz8xpNKqF8qE,0
281,1495,78XW0OtmnkH6ic6jeQAOLf,0
282,1496,5ZgfDC2XYBh2ipI0DxFOeH,0
283,1497,0SwGTSW76UWyyFNbgGaXwe,0
284,1498,0qowW0s4K9SkngV7fE3qKL,0
285,1499,7rR2AOSMSXK8T1fKzCT7Wl,0
286,1500,7mzxT4wsF89AO6bbH0Ffnc,0
287,1502,51E31I0YQDg4iB37xOgP8x,0
288,1503,5EpoNi5HRgdSEmGybd26ah,0
289,1526,6KgoKzMAHBb9vHUcjfvyUv,0
290,1527,3B0M71BUERflVC3xpynoOn,0
291,1528,36fOWnpmMrFNvJTBGMYRws,0
292,1529,4ygIWxj6U6l6d2WUJW5DHr,0
293,1530,68LXkrUsmFkky4fUcgkvye,0
294,1531,7EqWurqEgy3dgMRmqQcPJ3,3
295,1533,2V0spV9Yo5h9f83RfY0veS,0
296,1534,1HrJTa4jyoat4k7lVqxlz8,0
297,1536,6t2gxX98roJ7j9JSmvsgV6,0
298,1540,2RKypsQfSkQL85YXp1OcrH,0
299,1541,1PRBkBQmQZAlGMJ6KvxG4A,6
300,1542,5yKqnNE4niX6pqUPIVpjJe,0
301,1546,4ern0rOzLZSP1kzwNWUQ3G,0
302,1574,6M69LZfHkrCz1LTrirrvEw,0
303,1575,6cSIkbAwCuKWhGEtL10xlF,0
304,1590,1gBXBWU4Bm5OEbR6tF7KGE,0
305,1592,1PbYVdNtaq5oTNDdgXltBo,0
306,1593,5CMa9JmJCyKy7outxWJKnR,0
307,1595,3KBoZUFmx4rDjbb5pUBBUC,0
308,1596,2j6qZyPQ5y36vN9iwveU0o,0
309,1599,26tKvFnPjoPU2UBfUk5wz0,0
310,1601,6w3osuu13PDYinnXaKYosM,0
311,1603,3X1A7hgXYCvcsjd1dfzhNq,0
312,1604,68BqOLZhC3tBjm6Zw2YnN1,0
313,1605,0Ee3HAdUxziEICjdQFkYNJ,0
314,1607,51eXypForDFOsumrQbfpdq,0
315,1608,13YEGxt3AtsQIiVwCkpYer,0
316,1610,3HqtR5iYbgGxmEbSbfLlVe,0
317,1611,2bql24JjpYb89gBIycTCtA,0
318,1612,0J6gSkyvyW9GlEvkPon1ij,0
319,1614,6PufUrRiBGoF17L5ADxdgn,0
320,1615,21lMlwxrgyP08f1lNm6tkc,0
321,1616,2YIYcZnl2XIcIlvQdYBoNE,0
322,1617,1B3tdXgf0WNC2xgD6DSbQS,0
323,1618,12IQeIogceJwApLFOqEkxJ,0
324,1619,3Q61BdCpuQvMzcrRAN0Ofw,0
325,1634,6Fggr22K6tQwYTOZB4Vhj3,0
326,1635,2mubh3mMOPuCr4qTgU42bg,0
327,1637,4MYeeraHbfT6psXPhfPduE,0
328,1639,3XD7jXsiGjpblX3bNxc7IO,0
329,1640,2L3e9aojcUkW4XBZ081TK7,0
330,1643,2nvpQzX4JDJyiAP8yQnd2L,11
331,1644,0bYHyf0brCSlYGWvSYmnd4,1
332,1708,2GkbRqjbZl9eGq0tAiaPZU,3
333,1709,2ZcemiX6BQtlykk81PrbsW,1
334,1726,3Eh2zk0rlSraNz2bb2Z9dB,0
335,1727,6S1P2wVNEkvzWsE68V33NH,0
336,1728,0EV6zL5YeroK5Yk1RIpCNG,0
337,1883,33AOzh04eqL8Ju88GyS1QT,4
338,1884,2z5yWMMNLaxgXqlbSdxfpY,0
339,1886,08ortRPPZRvDrbV07n2wCz,1
340,1887,0edIm7M0QOWMX13zVU1MTU,1
341,1888,2vOHc6H855mj4Sn6t1p5PZ,10
342,1889,0amoCS4r1moT7VEspS2i6w,10
343,1890,28Ko8QMU3n5ZVTKWEHRMmW,18
344,1891,7qvomVXLX9WvP0fMNIMGUw,11
345,1892,7riZ7RzIA7Qpue9tDJ7EAu,7
346,1893,2L2fF9tnHWF2R56FYxud3n,3
347,1895,0BKYtKSWlwRsjVcDZ94hGf,1
348,1896,3bB12BNBnm4Wr2TxepNmaa,0
349,1913,5Efhgh1FXpQPZ9egrhXIc6,1
350,1914,2NOPehgylLRXf00AEalXZA,1
351,1920,23AuVZRNNeE8dkojBgzh64,2
352,1923,5IhkGxYV86xca6Id8Sd4m4,0
353,1940,1PYzkGDt9VR7BVFITG0w8K,0
354,1941,1a3RyUfauFLWjQJCcrO2hx,0
355,1942,5TREDJ150foJIp8ackekU5,0
356,1943,1zj67183BFBtQUfKhdoEPf,0
357,1944,2nCf2HGKhSXirPMGrcUlj6,0
358,1996,1a55391xiRDFUJKmq8VYzn,0
359,2010,5o1NlYgDw8b1wkylDqmgNJ,6
360,2012,3PiVjWvjF2j0oRUHmR15wd,11
361,2070,4seWEcxb4QOxPgBcT1ssqt,0
362,2097,5vGLjrgILgB1ej2E40ZU6u,0
363,2098,7tnjc8Gvu8hndJOllANR6u,0
364,2099,786cbmAVpQq7c4X2KiYjqf,0
365,2119,5I5LkZiYFeTYIRSuzgvAmX,0
366,2126,69KutaqfIdez0nZIZWRzG9,0
367,2127,1RvoM8cBp8xCsjo3UQ5kfH,0
368,2128,5epPuCHjORKWlLvix2XLKM,0
369,2129,4u67HwwPdvvDxNUYmyNgdQ,0
370,3257,5kQOJeSRWNiIRnaSE5Ragj,0
371,3259,4a6yG2GZidUE7VC6daCZ7R,1
372,3260,3OW92rTuKMv2dY6MeQS6s8,0
373,3261,4nL19HQBXY2NrKc5a2F1R9,0
374,3266,5Cwh5ojdTRsGNtLBqkhV7k,4
375,3269,1oRPNEOahvjB3kHf9ZOSfV,1
376,3270,6lvV2wMhhxAZj89N03m6mq,3
377,3271,3BwdZd1izUVdfmrlpuiuen,3
378,3272,4WzrAJ617Z5SjiULZNXPAS,2
379,3274,3bT8uS7VCaWtMCXoPrhgL7,1
380,3284,11xbt3yahMIgKFzcLgMxXp,2
381,3285,4QFRuCH8iWlKsdtHF6iNwe,2
382,3286,3UsSyPvPjSCLUZqbRABFEt,7
383,3288,1OrbImTwzIVWtW1msIfa2r,9
384,3289,4gUfhLmm0UXhyNgHy0JAVX,1
385,3345,168CQA3JS38KoFlfi1U4fc,2
386,3346,5QhBSLXRbsRVIxNrRU3jA0,0
387,3351,715JxkshzkUFAz7dO7ppHi,2
388,3352,6kyrP5ou1jIiDr8DtaO5Ca,1
389,3353,50oWo3VAEY1krhQK6Yloq2,3
390,3354,78YaOc9yfTGD4HXDTguK7x,1
391,3367,6khMplQgSmQtoc14MPRwLo,0
392,3368,6eOckXdxsi5iofcFB0VsV4,0
393,3369,0WyWZBvuRPTLPq0k3cn3ZZ,0
394,3370,517G9ZhdFJhZnfDgoJ7T4N,0
395,3379,1gMg7JYyPaHEsw1zvZvQhm,0
396,3380,6vDfGpAoryZwuU1dOpELGZ,0
397,3385,7xIh5Xlbwpxya1z4mlBKPx,0
398,3427,48WOp4JI2i4uhnlCqEwXDR,0
399,3429,7oyASymAyTMaB47yktTnXb,0
400,3430,1MGyufB0GUAztugjqUvgCG,0
401,3431,6hB9aqxFxerojAoWlv0f6H,0
402,3453,5SPv40O1lZs0WbbEvgfro9,0
403,3455,3m9sjzdt14Bd7VeoEu6lBo,0
404,3458,6Hey3JbQmRiyRIihmJR6oO,0
405,3459,2RtFVEfT3TRZsfaektnvtI,32
406,3461,1seWKAWyryR97hIuhDy5mT,17
407,3462,3EJnTdAmpQfnFhQFEsDmwj,34
408,3463,1dDH0XQxVBm9FhxD2HqpUg,7
409,3464,1MjLZI6QJPC1TQaAXBVnvm,22
410,3465,5NrkbTA8BmPW77dZ3tUx9i,18
411,3467,3591KH4wjJ1gE5SRh0BACd,1
412,3468,3gUoC1sZ5zamvHmw7vzBew,24
413,3469,6eh4Dk61Kt8DdPGAm8rIxM,9
414,3470,4BnWUie0bOFjtezR4hXiRP,6
415,3471,0g7Qofund309mEaee7rtdQ,6
416,3472,6lxn3UHS467KBPW9FpGgH6,19
417,3473,3Rd9gRGIwQk5m3DZNsfDY0,2
418,3478,5uBEkVKd9FO1AagQojLmb9,4
419,3479,3WUXICMKSxqDUCt3ikr3p9,5
420,3481,4dL8ThPDOqTUQTiSEdqbu8,0
421,3483,06lbnp9yPCd2ocolXo8lOm,0
422,3484,4GY8YJc45VKAdDNPCxjJFE,0
423,3486,1UxnfwwlG21ZbNClssxITT,0
424,3488,71vg1mxXCTZAkzwYTKLFPB,1
425,3490,137MsdC6VOJk54p1uQD3RC,2
426,3492,3C66CgNUSkvASxFNV0jkA0,2
427,3498,53B73uH86AkMbX362uyLiY,1
428,3502,1XrWglhrt6ihturC5rEUa9,2
429,3503,2FIYF3VXciU7OvRZolQtQ2,2
430,3505,2VRJxPpYt4s3QhJK8eiZyb,1
431,3515,4yX0CNfoqRjQe6W1p9TrLd,9
432,3516,67yM3CWSe8qFBCoUVfja7a,18
433,3517,5OMQ1YMSHmG5BNLqiP3bRS,7
434,3519,2SnKUHcw2t3UiwbXSrrqt8,7
435,3520,0xUhS44DbTreF0wUy3azTo,6
436,3521,2Gfr5PCyIJie4jHSAqBi1L,7
437,3522,2PPTCo6l3ZMGBCC9lhBjrI,14
438,3532,5uvNIjq1GA0r3hf1KJGHnY,1
439,3533,7fplWzpP2OcTdpLnYSD3Et,1
440,3534,1prAu8iDndADK8GCZeP58m,2
441,3535,4jlE7lnHYrMehsmEjP5eTu,1
442,3538,5wgPDDCuGQEa4J5dkdty8r,0
443,3541,0jbEMgn8xotFFbnEVQNFuJ,28
444,3542,2ndyytMbBP9wO7ODlxCnHW,9
445,3543,4s2G0Pl5jPmFubdnz7YNHC,20
446,3544,5Qt6TpdL06b4dHzfZs5GZx,15
447,3545,1bzDW3wWEmCNlVzaAKLzx7,14
448,3546,4ZlBNgJ0x7Hf1PIbZUaUBy,15
449,3547,3dUmLrVUFOc1jt6magej8p,11
450,3579,0QC6k6SljgfDd88sLc2IvN,30
451,3580,5FVKVd1wp7dGqjWzATBJcK,45
452,3581,2T2TyHkJNeCbHDWTQdoa3R,12
453,3583,18aPCpPBpiy2mpmbfwMTQS,7
454,3584,0yd6qfXU8uW6X2kbk6mgvo,10
455,3585,7FT7rjEAW4vJgjydJ6Icb5,9
456,3586,1z6Opzwu3f82vw5XqCPEAE,31
457,3589,55mdrSHRJS21St9iZZiqKw,13
458,3592,3zOAvlF22dHfp5fs6rJHAC,1
459,3593,5s0nNnx73ydzxGECvmuYtw,2
460,3598,2hiqTYKiRsm9MTjfF7h2Vc,9
461,3612,5U3OoIaDBXZEib9quiLWKv,0
462,3613,7po1AI8u68YBk7Hx8KqCsL,0
463,3616,7qvncVt2lriv7TyFdAIMkH,0
464,3617,6MwR6xkDlzGzEatoOx5f0k,0
465,3618,7sD0j1IyNugaVJQyCQ46B3,0
466,3619,0eX4kdvzNyvqaF4d6gIW4y,0
467,3620,5udAGZQNloFSQnzsJbe25Q,0
468,3621,1RwRxzJR92ngK0usb2KAaP,0
469,3622,3tGQbI5MxLv2d7X6ovWhxj,0
470,3624,3UJd5OjGCY3Q3cgTa1ZOiP,0
471,3627,2Ej7pHSlhVbXqBWkiHTVO6,3
472,3631,6cLXdq2FQYxDkm27sidh4P,1
473,3634,0R0lJLjsilTOaJHDijGft2,0
474,3635,6AbZTxSGFBVJF7sFzJusAw,0
475,3636,2nyu2TcCZ944bqMFqJZM5S,0
476,3647,4oN6IOLjysK5HCeFrtBhhd,16
477,3648,3NRdobRuluJoOW5YKGRdvq,23
478,3649,60kwb7t2rb1esAlJpuyrIa,17
479,3650,5dF4I27SbAVMTHUfEmrs8K,18
480,3651,6RZcFcRuZKrtirks3ny1Us,20
481,3652,1BQ7KXLYhPaGH3z0E51eeH,29
482,3653,0WiEQyvAgO60xdbqTYeLRF,15
483,3654,62ZSZUB9kZleocWOvg1SVr,15
484,3657,7c8p2qKF1kmxGsE1t8nhrG,6
485,3658,5XB1wkO50uqyS80S183KRk,1
486,3660,0nN4K7v63pAeatBqKVehpw,12
487,3662,4JwHhg8x4zWz0EXhZvw9i7,0
488,3665,79pA3bOtI6IJKQzeebpnwg,1
489,3666,3bz9b86Yb7XNB8qyzIqvcy,0
490,3667,6hmCS6OXtddEaWPWH2SBZD,0
491,3668,0nJwTUG9jRepWdV4Ml071u,0
